"Global ID","Data Model ID","Element Name"
"001279",73062,"Professional Development Activity Education Levels Addressed"
"001440",73338,"Professional Development Activity Objective"
"001439",73339,"Professional Development Activity Level"
"001436",73335,"Professional Development Activity Credit Type"
"001437",73336,"Professional Development Activity Credits"
"001492",73432,"Professional Development Activity Target Audience"
"001388",73861,"Professional Development Session Language"
"001619",74097,"Professional Development Activity State Approved Status"
"001451",73356,"Professional Development Activity Expiration Date"
"001433",73332,"Professional Development Activity Approved Purpose"
"001432",73331,"Professional Development Activity Approval Code"
"001434",73333,"Professional Development Activity Code"
"001435",73334,"Professional Development Activity Cost"
"001493",75865,"Technical Assistance Approved Indicator"
"001494",75866,"Technical Assistance Delivery Type"
"001452",73357,"Professional Development Session Identifier"
"001455",73361,"Professional Development Session Start Date"
"001447",73352,"Professional Development Session End Date"
"001456",73362,"Professional Development Session Start Time"
"001448",73353,"Professional Development Session End Time"
"001446",73351,"Professional Development Session Capacity"
"001606",74076,"Early Learning Trainer Core Knowledge Area"
"001628",74110,"Training and Technical Assistance Level"
"001431",73330,"Professional Development Delivery Method"
"001458",73364,"Professional Development Instructional Delivery Mode"
"001489",73427,"Sponsoring Agency Name"
"001444",73343,"Professional Development Instructor Identifier"
"001443",73342,"Professional Development Funding Source"
"001449",73354,"Professional Development Session Evaluation Method"
"001450",73355,"Professional Development Session Evaluation Score"
"001457",73363,"Professional Development Session Status"
"001999",75867,"Adjusted Capacity"
"002000",75868,"Adjusted Capacity Reason Type"
"001454",73603,"Professional Development Session Location Name"
"000269",73591,"Address Street Number and Name"
"000019",73592,"Address Apartment Room or Suite Number"
"000040",73593,"Address City"
"000267",73594,"State Abbreviation"
"000214",73595,"Address Postal Code"
"000279",73601,"Telephone Number"
"001209",75292,"County ANSI Code"
"001928",75293,"Do Not Publish Indicator"
"001927",75294,"Telephone Number Listed Status"
"000425",75295,"Person Relationship Type"
"000777",75296,"Public Assistance Status"
"000527",75830,"Assignment End Date"
"000526",75831,"Assignment Start Date"
"000622",75832,"Classroom Position Type"
"000528",75833,"Itinerant Teacher"
"000213",75834,"Position Title"
"000220",75835,"Professional Educational Job Classification"
"001073",75836,"School Identification System"
"001069",75837,"School Identifier"
"000564",75838,"Special Education Age Group Taught"
"000261",75839,"Special Education Paraprofessional"
"000262",75840,"Special Education Related Services Personnel"
"000558",75841,"Special Education Support Services Category"
"000264",75842,"Special Education Teacher"
"000118",75843,"Staff Full Time Equivalency"
"000646",75844,"Teaching Assignment End Date"
"000645",75845,"Teaching Assignment Start Date"
"000283",75846,"Title I Program Staff Category"
"001649",75847,"Attendance Event Date"
"000076",75848,"Attendance Status"
"000735",75849,"Instructional Staff Contract Length"
"000624",75850,"Leave Event Type"
"002098",76083,"Attendance Event Duration Day"
"002015",76084,"Attendance Event Duration Hours"
"002014",76085,"Attendance Event Duration Minutes"
"001577",76056,"Active Military Status Indicator"
"002050",76057,"Military Campaigns"
"002034",76058,"Military Country"
"002048",76059,"Military Current Rank"
"002055",76060,"Military Deployment Activity Code"
"002056",76061,"Military Deployment Activity Name"
"002052",76062,"Military Deployment Description"
"002043",76063,"Military Deployment End Date"
"002053",76064,"Military Deployment Order Description"
"002054",76065,"Military Deployment Requested By"
"002042",76066,"Military Deployment Start Date"
"002051",76067,"Military Deployment Status Code"
"002044",76068,"Military Discharge Category"
"002040",76069,"Military Discharge Date"
"002046",76070,"Military Discharge Rank"
"002037",76071,"Military Duties"
"002036",76072,"Military Expertise"
"002047",76073,"Military Highest Rank"
"002049",76074,"Military Honors"
"002039",76075,"Military Induction Date"
"002045",76076,"Military Induction Rank"
"002035",76077,"Military Occupational Specialties "
"002041",76078,"Military Release Date"
"002038",76079,"Military Service Locations"
"002114",76080,"Military Service Number"
"001578",76081,"Military Veteran Status Indicator"
"002057",76082,"National Guard Indicator"
"000527",75766,"Assignment End Date"
"000821",72269,"Early Learning Class Group Name"
"000526",75767,"Assignment Start Date"
"000820",72268,"Early Learning Class Group Identifier"
"000519",72270,"Class Beginning Time"
"001070",75768,"Staff Member Identifier"
"000520",72271,"Class Ending Time"
"001074",75769,"Staff Member Identification System"
"000353",72276,"Service Option Variation"
"000649",75770,"Teaching Assignment Contribution Percentage"
"000354",72277,"Hours Available Per Day"
"000646",75771,"Teaching Assignment End Date"
"000355",72278,"Days Available Per Week"
"000648",75772,"Teaching Assignment Role"
"000356",72279,"Early Childhood Setting"
"000645",75773,"Teaching Assignment Start Date"
"000825",72281,"Early Learning Program Annual Operating Weeks"
"000633",72272,"Early Learning Youngest Age Authorized to Serve"
"001225",71961,"Early Learning Oldest Age Authorized to Serve"
"001329",73135,"Early Learning Group Size"
"000824",72275,"Early Learning Group Size Standards Met"
"000822",72273,"Serves Children with Special Needs"
"000823",72274,"Early Learning Class Group Curriculum Type"
"001226",71632,"Language Translation Policy"
"001999",75742,"Adjusted Capacity"
"002000",75743,"Adjusted Capacity Reason Type"
"001649",75744,"Attendance Event Date"
"000076",75745,"Attendance Status"
"000054",75746,"Course Begin Date"
"000056",75747,"Course Code System"
"000059",75748,"Course End Date"
"001312",75749,"Course Level Type"
"000975",75750,"Course Section Enrollment Status End Date"
"000974",75751,"Course Section Enrollment Status Start Date"
"002001",75752,"Early Learning Age 2 and Older Capacity"
"002002",75753,"Early Learning Age Under 2 Capacity"
"000097",75754,"Enrollment Entry Date"
"000108",75755,"Exit or Withdrawal Status"
"000201",75756,"Number of Days Absent"
"000202",75757,"Number of Days in Attendance"
"000225",75758,"Program Type"
"000595",75759,"Responsible School Type"
"001517",75760,"School Courses for the Exchange of Data Course Code"
"001516",75761,"School Courses for the Exchange of Data Course Level"
"001518",75762,"School Courses for the Exchange of Data Course Subject Area"
"000250",75763,"School Courses for the Exchange of Data Sequence of Course"
"001075",75764,"Student Identification System"
"001071",75765,"Student Identifier"
"002098",76118,"Attendance Event Duration Day"
"002015",76119,"Attendance Event Duration Hours"
"002014",76120,"Attendance Event Duration Minutes"
"000019",75720,"Address Apartment Room or Suite Number"
"001582",74037,"Billable Basis Type"
"002059",76051,"Funding Source Amount"
"000214",75721,"Address Postal Code"
"001603",74072,"Early Learning Local Revenue Source"
"002058",76052,"Funding Source Percentage"
"000269",75722,"Address Street Number and Name"
"001605",74074,"Early Learning State Revenue Source"
"002137",76630,"Indirect Cost Rate"
"002136",76623,"Indirect Cost Rate Agreement Approved By"
"002135",76616,"Indirect Cost Rate Agreement End Date"
"002133",76602,"Indirect Cost Rate Agreement Indicator"
"002134",76609,"Indirect Cost Rate Agreement Start Date"
"002139",76644,"Indirect Cost Rate Deviation Reason Type"
"002138",76637,"Indirect Cost Rate Stage Code"
"001066",75723,"Address Type for Organization"
"000549",73162,"Federal Programs Funding Allocation"
"000602",75724,"Building Site Number"
"001468",74124,"Financial Account Revenue Code"
"001928",75725,"Do Not Publish Indicator"
"001622",74100,"Reimbursement Type"
"000040",75726,"Address City"
"001287",75704,"Blended Learning Model Type"
"000190",75727,"Address County Name"
"001312",75705,"Course Level Type"
"001345",75706,"Financial Account Category"
"000267",75728,"State Abbreviation"
"001346",75707,"Financial Account Description"
"001350",75708,"Financial Accounting Period Actual Value"
"001351",75709,"Financial Accounting Period Budgeted Value"
"001644",75710,"Financial Accounting Period Encumbered Value"
"001639",75711,"Fiscal Year"
"000827",75712,"Organization Identification System"
"000826",75713,"Organization Identifier"
"000204",75714,"Organization Name"
"001418",75715,"Organization Operational Status"
"000625",75716,"Program Identifier"
"000626",75717,"Program Name"
"000716",75718,"Program Sponsor Type"
"000225",75719,"Program Type"
"002062",76086,"Teen Parent Indicator"
"002016",76121,"Diversity Equity Inclusion Policy Indicator"
"002107",76087,"Salary Schedule Criterion Description"
"002106",76088,"Salary Schedule Criterion Name"
"002108",76089,"Salary Schedule Criterion Value"
"002109",76090,"Salary Schedule Salary Value"
"001663",74977,"Organization Image URL"
"001750",74984,"Organization Region GeoJSON"
"001418",73299,"Organization Operational Status"
"000534",75927,"Operational Status Effective Date"
"000826",73715,"Organization Identifier"
"000827",73717,"Organization Identification System"
"000204",73713,"Organization Name"
"001156",74122,"Organization Type"
"001650",74345,"Charter School Management Organization Type"
"001905",75154,"Organization Relationship Type"
"001487",75928,"Short Name of Organization"
"001066",73719,"Address Type for Organization"
"000269",73721,"Address Street Number and Name"
"000019",73723,"Address Apartment Room or Suite Number"
"000040",73725,"Address City"
"000267",73727,"State Abbreviation"
"000214",73729,"Address Postal Code"
"000190",73731,"Address County Name"
"001209",74390,"County ANSI Code"
"000602",74123,"Building Site Number"
"000606",74271,"Latitude"
"000607",74294,"Longitude"
"001928",75356,"Do Not Publish Indicator"
"000279",74394,"Telephone Number"
"000167",74392,"Institution Telephone Number Type"
"000219",74393,"Primary Telephone Number Indicator"
"001928",75363,"Do Not Publish Indicator"
"001927",75364,"Telephone Number Listed Status"
"000213",74180,"Position Title"
"001428",74179,"Primary Contact Indicator"
"000704",74173,"Web Site Address"
"000115",74184,"First Name"
"000184",74182,"Middle Name"
"000172",74181,"Last or Surname"
"000121",74185,"Generation Code or Suffix"
"000212",74183,"Personal Title or Prefix"
"001066",74189,"Address Type for Organization"
"000269",74188,"Address Street Number and Name"
"000019",74190,"Address Apartment Room or Suite Number"
"000040",74191,"Address City"
"000267",74187,"State Abbreviation"
"000214",74193,"Address Postal Code"
"000190",74186,"Address County Name"
"000050",74192,"Country Code"
"001209",74391,"County ANSI Code"
"000606",74274,"Latitude"
"000607",74297,"Longitude"
"001928",75357,"Do Not Publish Indicator"
"000088",74194,"Electronic Mail Address"
"000089",74195,"Electronic Mail Address Type"
"001928",75358,"Do Not Publish Indicator"
"000279",74196,"Telephone Number"
"000280",74197,"Telephone Number Type"
"000219",74198,"Primary Telephone Number Indicator"
"001928",75359,"Do Not Publish Indicator"
"001927",75360,"Telephone Number Listed Status"
"001514",74200,"Other First Name"
"001515",74201,"Other Middle Name"
"001513",74199,"Other Last Name"
"000206",74203,"Other Name"
"000634",74202,"Other Name Type"
"000866",75361,"Full-Time Employee Benefits"
"000867",75362,"Part-Time Employee Benefits"
"002107",76278,"Salary Schedule Criterion Description"
"002106",76279,"Salary Schedule Criterion Name"
"002108",76280,"Salary Schedule Criterion Value"
"002109",76281,"Salary Schedule Salary Value"
"002104",76334,"Board Member Position Type"
"002103",76335,"Board Member Term End Date"
"002102",76336,"Board Member Term Start Date"
"002105",76337,"Board Membership Type"
"002073",76265,"Coding System Organization Type"
"002074",76266,"Education Job Type"
"002070",76267,"Job Identification System"
"002069",76268,"Job Identifier"
"002077",76269,"Job Position Expected Start Date"
"002076",76270,"Job Position Identification System"
"002075",76271,"Job Position Identifier"
"002078",76272,"Job Position Status"
"002080",76273,"Job Position Status Cancelled Reason"
"002079",76274,"Job Position Status Date"
"002071",76275,"Local Job Category"
"002072",76276,"Local Job Function"
"002063",76277,"Organization Jurisdiction Square Miles"
"001663",74975,"Organization Image URL"
"001750",74982,"Organization Region GeoJSON"
"001069",70825,"School Identifier"
"001073",70826,"School Identification System"
"000191",70831,"Name of Institution"
"001487",73423,"Short Name of Organization"
"001156",71809,"Organization Type"
"001905",75146,"Organization Relationship Type"
"001066",70880,"Address Type for Organization"
