"Global ID","Data Model ID","Element Name"
"001312",75002,"Course Level Type"
"001999",75880,"Adjusted Capacity"
"002000",75881,"Adjusted Capacity Reason Type"
"001993",75882,"Interdisciplinary Indicator"
"001991",75883,"Project-Based Learning Indicator"
"001992",75884,"Project-Based Learning Type"
"002065",76127,"Course Funding Program Allowed"
"000499",76128,"Instructional Minutes"
"002021",76129,"Session Sequence Number"
"001499",76130,"Work-based Learning Opportunity Type"
"000055",71943,"Course Identifier"
"000056",71944,"Course Code System"
"000067",71947,"Course Title"
"000250",71013,"School Courses for the Exchange of Data Sequence of Course"
"001667",74881,"Course Repeatability Maximum Number"
"000061",71946,"Course Level Characteristic"
"000072",71948,"Credit Unit Type"
"000030",71942,"Available Carnegie Unit Credit"
"000137",71955,"High School Course Requirement"
"000231",71009,"Related Competency Definitions"
"000027",71186,"Course Section Assessment Reporting Method"
"001549",73833,"Course Department Name"
"001994",75885,"Course Level Approval Indicator"
"002023",76329,"Sequence of Course"
"002115",76566,"Perkins Nontraditional Type"
"001071",71957,"Student Identifier"
"001075",71959,"Student Identification System"
"000097",71950,"Enrollment Entry Date"
"000650",71033,"Course Section Entry Type"
"000652",71035,"Course Section Exit Type"
"000651",71034,"Course Section Exit Withdrawal Date"
"000108",71952,"Exit or Withdrawal Status"
"000125",71954,"Grade Level When Course Taken"
"000974",71426,"Course Section Enrollment Status Start Date"
"000975",71427,"Course Section Enrollment Status End Date"
"000976",71428,"Course Section Enrollment Status Type"
"000202",71008,"Number of Days in Attendance"
"000201",71007,"Number of Days Absent"
"000199",71005,"Number of Credits Attempted"
"000200",71006,"Number of Credits Earned"
"000594",73373,"Responsible District Type"
"000595",73374,"Responsible School Type"
"000124",73922,"Student Course Section Grade Earned"
"001573",73925,"Student Course Section Grade Narrative"
"001957",75530,"Number of Days Tardy"
"002012",75886,"Enrollment Capacity"
"001467",76131,"Responsible Organization Type"
"000182",72344,"Marking Period Name"
"001142",71784,"Student Course Section Mark Final Indicator"
"000183",72345,"Mid Term Mark"
"000124",71953,"Student Course Section Grade Earned"
"000616",71029,"Grade Value Qualifier"
"001070",71956,"Staff Member Identifier"
"001074",71958,"Staff Member Identification System"
"000526",71027,"Assignment Start Date"
"000527",71028,"Assignment End Date"
"000647",71030,"Teacher of Record"
"000648",71031,"Teaching Assignment Role"
"000649",71032,"Teaching Assignment Contribution Percentage"
"000622",74128,"Classroom Position Type"
"000646",75887,"Teaching Assignment End Date"
"000645",75888,"Teaching Assignment Start Date"
"001649",74490,"Attendance Event Date"
"000601",74489,"Attendance Event Type"
"000076",73466,"Attendance Status"
"002098",76326,"Attendance Event Duration Day"
"002015",76327,"Attendance Event Duration Hours"
"002014",76328,"Attendance Event Duration Minutes"
"000972",71424,"Teacher Student Data Link Exclusion Flag"
"000625",71036,"Program Identifier"
"000626",71037,"Program Name"
"001574",74144,"Credits Required"
"000827",73718,"Organization Identification System"
"000826",73716,"Organization Identifier"
"000204",73714,"Organization Name"
"001418",73300,"Organization Operational Status"
"000716",73523,"Program Sponsor Type"
"002012",75929,"Enrollment Capacity"
"000534",75930,"Operational Status Effective Date"
"001066",73720,"Address Type for Organization"
"000269",73722,"Address Street Number and Name"
"000019",73724,"Address Apartment Room or Suite Number"
"000040",73726,"Address City"
"000267",73728,"State Abbreviation"
"000214",73730,"Address Postal Code"
"000190",73732,"Address County Name"
"000606",74272,"Latitude"
"000607",74295,"Longitude"
"001209",75379,"County ANSI Code"
"001928",75380,"Do Not Publish Indicator"
"001554",73844,"Financial Account Number"
"001348",73181,"Financial Account Name"
"001346",73170,"Financial Account Description"
"001345",73166,"Financial Account Category"
"001353",73199,"Financial Account Balance Sheet Code"
"001351",73194,"Financial Accounting Period Budgeted Value"
"001644",74326,"Financial Accounting Period Encumbered Value"
"001350",73190,"Financial Accounting Period Actual Value"
"001639",74308,"Fiscal Year"
"001642",74318,"Fiscal Period Begin Date"
"001643",74322,"Fiscal Period End Date"
"001647",74338,"Financial Accounting Value"
"001648",74342,"Financial Accounting Date"
"001347",73177,"Financial Account Fund Classification"
"001349",73186,"Financial Account Program Code"
"001646",74334,"Financial Account Program Number"
"001645",74330,"Financial Account Program Name"
"001468",73857,"Financial Account Revenue Code"
"001354",73203,"Financial Expenditure Function Code"
"001355",73207,"Financial Expenditure Object Code"
"001555",73849,"Financial Expenditure Level of Instruction Code"
"001556",73853,"Financial Expenditure Project Reporting Code"
"002059",76309,"Funding Source Amount"
"002058",76310,"Funding Source Percentage"
"002137",76633,"Indirect Cost Rate"
"002136",76626,"Indirect Cost Rate Agreement Approved By"
"002135",76619,"Indirect Cost Rate Agreement End Date"
"002133",76605,"Indirect Cost Rate Agreement Indicator"
"002134",76612,"Indirect Cost Rate Agreement Start Date"
"002139",76647,"Indirect Cost Rate Deviation Reason Type"
"002138",76640,"Indirect Cost Rate Stage Code"
"000877",75931,"Competency Set Completion Criteria"
"000878",75932,"Competency Set Completion Criteria Threshold"
"001716",75933,"Duration Length in Minutes"
"001356",75934,"Frequency of Service"
"000903",75935,"Goal Description"
"001693",75936,"Goal Measurement Criterion Metric"
"000902",75937,"Goal Success Criteria"
"000499",75938,"Instructional Minutes"
"000625",75939,"Program Identifier"
"000626",75940,"Program Name"
"000225",75941,"Program Type"
"000524",75942,"Receiving Location of Instruction"
"000986",75943,"Session End Time"
"000985",75944,"Session Start Time"
"001998",75945,"Student Support Service Availability Type"
"000501",71041,"Incident Identifier"
"000502",71042,"Incident Date"
"000503",71043,"Incident Time"
"000515",71054,"Incident Time Description Code"
"000508",71047,"Incident Description"
"000509",71048,"Incident Behavior"
"000627",71062,"Secondary Incident Behavior"
"000617",71061,"Incident Location"
"000510",71049,"Incident Injury Type"
"000507",71046,"Reporter Identifier"
"000506",71045,"Incident Reporter Type"
"001369",73491,"Incident Multiple Offense Type"
"001370",73492,"Incident Perpetrator Identifier"
"001371",73493,"Incident Perpetrator Injury Type"
"001372",73494,"Incident Perpetrator Type"
"001373",73224,"Incident Person Role Type"
"001377",73499,"Incident Victim Identifier"
"001378",73500,"Incident Victim Type"
"001379",73501,"Incident Witness Identifier"
"001380",73502,"Incident Witness Type"
"000512",71051,"Related to Zero Tolerance Policy"
"001374",73495,"Incident Regulation Violated Description"
"001375",73496,"Incident Related to Disability Manifestation"
"001376",73498,"Incident Reported to Law Enforcement Indicator"
"001211",71624,"Weapon Type"
"000557",71058,"Firearm Type"
"000545",71057,"Discipline Reason"
"000083",71039,"Disciplinary Action Start Date"
"000082",71038,"Disciplinary Action End Date"
"000488",71040,"Disciplinary Action Taken"
"000511",71050,"Duration of Disciplinary Action"
"000609",71060,"Discipline Action Length Difference Reason"
"000513",71052,"Full Year Expulsion"
"000514",71053,"Shortened Expulsion"
"000539",71055,"IDEA Interim Removal Reason"
"000541",71056,"IDEA Interim Removal"
"000578",71059,"Educational Services After Removal"
"000505",71044,"Incident Cost"
"002110",76132,"Incident Activity"
"000243",71063,"School Year"
"000494",71064,"Calendar Code"
"000495",71065,"Calendar Description"
"000598",71066,"Alternate Day Name"
"001270",72900,"Session Code"
"001271",73029,"Session Description"
"001272",72901,"Session Marking Term Indicator"
"001273",72902,"Session Scheduling Term Indicator"
"001274",72903,"Session Attendance Term Indicator"
"000251",73916,"Session Begin Date"
"000253",73917,"Session End Date"
"000985",73919,"Session Start Time"
"000986",73918,"Session End Time"
"000611",71068,"Crisis Code"
"000612",71069,"Crisis Name"
"000613",71070,"Crisis Type"
"001550",73837,"Crisis Description"
"000614",71071,"Crisis Start Date"
"001552",73839,"Crisis End Date"
"000603",71067,"Calendar Event Type"
"001275",72915,"Calendar Event Date"
"001276",72916,"Calendar Event Day Name"
"001920",75193,"End Time"
"001919",75194,"Start Time"
"001418",74397,"Organization Operational Status"
"001663",74980,"Organization Image URL"
"001750",74987,"Organization Region GeoJSON"
"000826",74400,"Organization Identifier"
"000827",74401,"Organization Identification System"
"000204",74399,"Organization Name"
"001156",74402,"Organization Type"
"001905",75156,"Organization Relationship Type"
"001487",75949,"Short Name of Organization"
"001066",74403,"Address Type for Organization"
"000269",74404,"Address Street Number and Name"
"000019",74405,"Address Apartment Room or Suite Number"
"000040",74406,"Address City"
"000267",74407,"State Abbreviation"
"000214",74408,"Address Postal Code"
"000190",74409,"Address County Name"
"001209",74413,"County ANSI Code"
"000602",74410,"Building Site Number"
"000606",74411,"Latitude"
"000607",74412,"Longitude"
"001928",75388,"Do Not Publish Indicator"
"002130",76590,"Locale "
"000279",74416,"Telephone Number"
"000167",74414,"Institution Telephone Number Type"
"000219",74415,"Primary Telephone Number Indicator"
"001928",75395,"Do Not Publish Indicator"
"001927",75396,"Telephone Number Listed Status"
"000213",74417,"Position Title"
"001428",74419,"Primary Contact Indicator"
"000704",74418,"Web Site Address"
"000115",74420,"First Name"
"000184",74421,"Middle Name"
"000172",74422,"Last or Surname"
"000121",74423,"Generation Code or Suffix"
"000212",74424,"Personal Title or Prefix"
"001066",74425,"Address Type for Organization"
"000269",74426,"Address Street Number and Name"
"000019",74427,"Address Apartment Room or Suite Number"
"000040",74428,"Address City"
"000267",74429,"State Abbreviation"
"000214",74430,"Address Postal Code"
"000190",74431,"Address County Name"
"000050",74432,"Country Code"
"001209",74435,"County ANSI Code"
"000606",74433,"Latitude"
"000607",74434,"Longitude"
"001928",75389,"Do Not Publish Indicator"
"000088",74436,"Electronic Mail Address"
"000089",74437,"Electronic Mail Address Type"
"001928",75390,"Do Not Publish Indicator"
"000279",74438,"Telephone Number"
"000280",74439,"Telephone Number Type"
"000219",74440,"Primary Telephone Number Indicator"
"001928",75391,"Do Not Publish Indicator"
"001927",75392,"Telephone Number Listed Status"
"001514",74444,"Other First Name"
"001513",74443,"Other Last Name"
"001515",74445,"Other Middle Name"
"000206",74441,"Other Name"
"000634",74442,"Other Name Type"
"000866",75393,"Full-Time Employee Benefits"
"000867",75394,"Part-Time Employee Benefits"
"000852",75582,"Special Circumstances Population Served"
"002107",76369,"Salary Schedule Criterion Description"
"002106",76370,"Salary Schedule Criterion Name"
"002108",76371,"Salary Schedule Criterion Value"
"002109",76372,"Salary Schedule Salary Value"
"001526",75580,"Accreditation Agency Name"
"001419",75581,"Organization Seeking Accreditation Date"
"002104",76352,"Board Member Position Type"
"002103",76353,"Board Member Term End Date"
"002102",76354,"Board Member Term Start Date"
"002105",76355,"Board Membership Type"
"002073",76356,"Coding System Organization Type"
"002074",76357,"Education Job Type"
"002070",76358,"Job Identification System"
"002069",76359,"Job Identifier"
"002077",76360,"Job Position Expected Start Date"
"002076",76361,"Job Position Identification System"
"002075",76362,"Job Position Identifier"
"002078",76363,"Job Position Status"
"002080",76364,"Job Position Status Cancelled Reason"
"002079",76365,"Job Position Status Date"
"002071",76366,"Local Job Category"
"002072",76367,"Local Job Function"
"002063",76368,"Organization Jurisdiction Square Miles"
"001663",74979,"Organization Image URL"
"001750",74986,"Organization Region GeoJSON"
"001066",72190,"Address Type for Organization"
"000269",72191,"Address Street Number and Name"
"000019",72205,"Address Apartment Room or Suite Number"
"000040",72206,"Address City"
"000267",72207,"State Abbreviation"
"000214",72208,"Address Postal Code"
"000190",72209,"Address County Name"
"001209",72141,"County ANSI Code"
"000606",72143,"Latitude"
"000607",72144,"Longitude"
"001928",75412,"Do Not Publish Indicator"
"002130",76591,"Locale "
"000191",70808,"Name of Institution"
"001487",73422,"Short Name of Organization"
"000203",70809,"Office of Postsecondary Education Identifier"
"000111",70805,"Federal School Code"
"000704",74175,"Web Site Address"
"000178",70807,"Level of Institution"
"000048",70804,"Control of Institution"
"001160",71577,"Virtual Indicator"
"000038",70803,"Carnegie Basic Classification"
"000252",70810,"Session Designator"
"000729",72151,"Predominant Calendar System"
"000738",72163,"Tenure System"
"000012",75590,"Administrative Funding Control"
"002012",75950,"Enrollment Capacity"
"000534",75951,"Operational Status Effective Date"
"001348",74825,"Financial Account Name"
"001554",74836,"Financial Account Number"
"001345",74823,"Financial Account Category"
"001346",74824,"Financial Account Description"
"001645",74861,"Financial Account Program Name"
"001646",74862,"Financial Account Program Number"
"001648",74864,"Financial Accounting Date"
"001351",74827,"Financial Accounting Period Budgeted Value"
"001644",74860,"Financial Accounting Period Encumbered Value"
"001350",74826,"Financial Accounting Period Actual Value"
"001647",74863,"Financial Accounting Value"
"001642",74858,"Fiscal Period Begin Date"
"001643",74859,"Fiscal Period End Date"
"001639",74857,"Fiscal Year"
"001671",74960,"IPEDS Finance FASB Financial Position Category"
"001659",74961,"IPEDS Finance FASB Functional Expense Category"
"001680",74962,"IPEDS Finance FASB Pell Grant Transactions"
"001673",74963,"IPEDS Finance FASB Revenue Category"
"001674",74964,"IPEDS Finance FASB Revenue Restriction Category"
"001678",74965,"IPEDS Finance FASB Scholarships and Fellowships Revenue Category"
"001670",74966,"IPEDS Finance GASB Financial Position Category"
"001675",74967,"IPEDS Finance GASB Functional Expense Category"
"001672",74968,"IPEDS Finance GASB Revenue Category"
"001677",74969,"IPEDS Finance GASB Scholarships and Fellowships Revenue Category"
"001679",74970,"IPEDS Finance Intercollegiate Athletics Expenses"
"001676",74971,"IPEDS Finance Natural Expense Category"
"002059",76400,"Funding Source Amount"
"002058",76401,"Funding Source Percentage"
"002137",76635,"Indirect Cost Rate"
"002136",76628,"Indirect Cost Rate Agreement Approved By"
"002135",76621,"Indirect Cost Rate Agreement End Date"
"002133",76607,"Indirect Cost Rate Agreement Indicator"
"002134",76614,"Indirect Cost Rate Agreement Start Date"
"002139",76649,"Indirect Cost Rate Deviation Reason Type"
"002138",76642,"Indirect Cost Rate Stage Code"
"000166",70806,"Institution IPEDS UnitID"
"000745",72178,"Tuition - Published"
"000746",72179,"Tuition Unit"
"000750",72183,"Board Charges"
"000749",72182,"Room Charges"
"000751",72184,"Books and Supplies Costs"
"000747",72180,"Required Student Fees"
"000754",72187,"Comprehensive Fee"
"000752",72185,"Other Student Expenses"
"000753",72186,"Price of Attendance"
"000748",72181,"Institutionally Controlled Housing Status"
"001579",74034,"Admission Consideration Level"
"001580",74035,"Admission Consideration Type"
"001613",74086,"IPEDS Collection Year Designator"
"000625",74007,"Program Identifier"
"000856",75595,"Program Provides Parent Education"
"000626",74013,"Program Name"
"000853",75596,"Program Provides Written Handbook"
"000223",73988,"Program Length Hours"
"000224",73990,"Program Length Hours Type"
"000043",73951,"Classification of Instructional Program Code"
"000044",73958,"Classification of Instructional Program Use"
"000045",73959,"Classification of Instructional Program Version"
"001323",74032,"Distance Education Program Enrollment Indicator"
"000197",73978,"Normal Length of Time for Completion"
"000198",73980,"Normal Length of Time for Completion Units"
"001616",74092,"Postsecondary Program Level"
"000273",75594,"Student Support Service Type"
"001998",75952,"Student Support Service Availability Type"
"002115",76570,"Perkins Nontraditional Type"
"000840",75588,"Accreditation Award Date"
"000841",75589,"Accreditation Expiration Date"
"001073",75591,"School Identification System"
"001069",75592,"School Identifier"
"000328",75587,"Ability Grouping Status"
"000164",75593,"Increased Learning Time Type"
"002025",76402,"Most Prevalent Level of Institution"
"000755",71255,"Postsecondary Applicant"
"000756",71256,"Admitted Student"
"000757",71257,"Wait Listed Student"
"000128",71259,"Grade Point Average Cumulative"
"000758",71258,"Grade Point Average Domain"
"000123",71260,"Grade Point Average Weighted Indicator"
"000759",71261,"High School Percentile"
"000041",71262,"High School Student Class Rank"
"000294",71438,"Size of High School Graduating Class"
"000323",75586,"Application Date"
"001426",73320,"Postsecondary Entering Student Indicator"
"001427",73321,"Postsecondary Student Entering Term"
"000115",70750,"First Name"
"000184",70769,"Middle Name"
"000172",70767,"Last or Surname"
"000121",70752,"Generation Code or Suffix"
"000212",70776,"Personal Title or Prefix"
"001514",73633,"Other First Name"
"001513",73617,"Other Last Name"
"001515",73649,"Other Middle Name"
"000206",70775,"Other Name"
"000634",72017,"Other Name Type"
"001071",70760,"Student Identifier"
"001075",70763,"Student Identification System"
"000618",72217,"Personal Information Verification"
"001945",75670,"Personal Information Type"
"000010",72018,"Address Type for Learner or Family"
"000269",70787,"Address Street Number and Name"
"000019",70729,"Address Apartment Room or Suite Number"
"000040",70732,"Address City"
"000267",70785,"State Abbreviation"
"000214",70777,"Address Postal Code"
"000190",70770,"Address County Name"
"000050",70737,"Country Code"
"000268",70786,"State of Residence"
"000606",74263,"Latitude"
"000607",74286,"Longitude"
"001209",75426,"County ANSI Code"
"001928",75427,"Do Not Publish Indicator"
"001918",75648,"Record End Date Time"
"001917",75649,"Record Start Date Time"
"002130",76592,"Locale "
"000279",70789,"Telephone Number"
"000280",70790,"Telephone Number Type"
"000219",70778,"Primary Telephone Number Indicator"
"001928",75429,"Do Not Publish Indicator"
"001927",75430,"Telephone Number Listed Status"
"000088",72020,"Electronic Mail Address"
"000089",72019,"Electronic Mail Address Type"
"001928",75428,"Do Not Publish Indicator"
"000033",70730,"Birthdate"
"000255",70781,"Sex"
"000016",70798,"American Indian or Alaska Native"
"000020",70799,"Asian"
"000034",70800,"Black or African American"
"000192",70801,"Native Hawaiian or Other Pacific Islander"
"000301",70802,"White"
"000144",70757,"Hispanic or Latino Ethnicity"
"000079",70740,"Dependency Status"
"000299",70794,"United States Citizenship Status"
"000196",70772,"Visa Type"
"000297",70793,"Tuition Residency Type"
"000035",70731,"Campus Residency Type"
"000584",73677,"Cohort Graduation Year"
"001229",71682,"Maternal Guardian Education"
"001640",74310,"Military Branch"
"001415",73296,"Number of Dependents"
"001230",71683,"Paternal Guardian Education"
"000580",73425,"Single Parent or Single Pregnant Woman Status"
"000973",75180,"Demographic Race Two or More Races"
"000051",75432,"Country of Birth Code"
"000730",75433,"Standard Occupational Classification"
"001657",75434,"Tribal Affiliation"
"001984",75650,"Children of Fallen Heroes Indicator"
"001981",75651,"Emancipated Minor"
"001944",75652,"Federal Race and Ethnicity Declined"
"001947",75653,"First Generation College Student"
"001980",75654,"Marital Status"
"001983",75655,"Number of Dependents Type"
"001943",75656,"Race"
"000266",70784,"Standardized Admission Test Type"
"000265",70783,"Standardized Admission Test Score"
"000323",75647,"Application Date"
"001071",72021,"Student Identifier"
"001075",72022,"Student Identification System"
"001069",70759,"School Identifier"
"001073",70762,"School Identification System"
"001068",70758,"Local Education Agency Identifier"
"001072",70761,"Local Education Agency Identification System"
"000191",70771,"Name of Institution"
"001487",73421,"Short Name of Organization"
"001209",70738,"County ANSI Code"
"000081",70741,"Diploma or Credential Award Date"
"000128",70755,"Grade Point Average Cumulative"
"000123",70753,"Grade Point Average Weighted Indicator"
"000138",70756,"High School Diploma Type"
"000046",70736,"Cohort Year"
"002026",76432,"Projected High School Diploma Type"
"000763",71266,"Financial Aid Applicant"
"001223",71564,"Financial Aid Application Type"
"000765",71267,"Financial Need"
"001224",71629,"Financial Need Determination Methodology"
"000363",70797,"Financial Aid Award Status"
"000113",70749,"Financial Aid Award Type"
"000112",70748,"Financial Aid Award Amount"
"001352",73195,"Financial Aid Income Level"
"001609",74079,"Financial Aid Veteran’s Benefit Status"
"001610",74080,"Financial Aid Veteran’s Benefit Type"
"001611",74081,"Financial Aid Year Designator"
"000078",70739,"Degree or Certificate Seeking Student"
"000106",73972,"Cohort Exclusion"
"000117",70751,"First Time Postsecondary Student"
"000272",70788,"Student Level"
"000098",70745,"Entry Date into Postsecondary"
"000097",73971,"Enrollment Entry Date"
"000107",70747,"Enrollment Exit Date"
"000165",70764,"Initial Enrollment Term"
"001617",74095,"Postsecondary Exit or Withdrawal Type"
"000296",70792,"Transfer-ready"
"001588",74056,"Developmental Education Referral Status"
"001589",74057,"Developmental Education Type"
"000323",75671,"Application Date"
"001946",75672,"Role"
"000625",74006,"Program Identifier"
"000626",74012,"Program Name"
"001243",74027,"Program Participation Status"
"000590",74004,"Program Participation Start Date"
"000591",74005,"Program Participation Exit Date"
"001629",74111,"Transfer-out Indicator"
"000223",70779,"Program Length Hours"
"000224",73989,"Program Length Hours Type"
"000197",70773,"Normal Length of Time for Completion"
"000198",73979,"Normal Length of Time for Completion Units"
"001616",74091,"Postsecondary Program Level"
"000361",70795,"Enrollment in Postsecondary Award Type"
"000043",73950,"Classification of Instructional Program Code"
"000044",73955,"Classification of Instructional Program Use"
"000045",70735,"Classification of Instructional Program Version"
"001323",73129,"Distance Education Program Enrollment Indicator"
"001946",75673,"Role"
"002115",76571,"Perkins Nontraditional Type"
"000203",73984,"Office of Postsecondary Education Identifier"
"000191",73976,"Name of Institution"
"001616",74094,"Postsecondary Program Level"
"001668",74989,"PESC Award Level Type"
"000003",73942,"Academic Award Title"
"000001",73938,"Academic Award Date"
"000081",73964,"Diploma or Credential Award Date"
"000002",73940,"Academic Award Level Conferred"
"001666",74866,"Academic Award Prerequisite Type"
"001665",74868,"Academic Award Requirements URL"
"000043",73954,"Classification of Instructional Program Code"
"000044",73956,"Classification of Instructional Program Use"
"000045",73962,"Classification of Instructional Program Version"
"001641",74314,"DQP Categories of Learning"
"000783",74017,"Professional or Technical Credential Conferred"
"001571",74842,"Person Identification System"
"001572",74851,"Person Identifier"
"001571",74843,"Person Identification System"
"001572",74852,"Person Identifier"
"000095",70743,"Postsecondary Enrollment Type"
"000096",70744,"Postsecondary Enrollment Status"
"000727",74015,"Academic Term Designator"
"000726",74014,"Academic Year Designator"
"000169",70766,"Instructional Activity Hours Type"
"000168",70765,"Instructional Activity Hours Attempted"
"000362",70796,"Instructional Activity Hours Completed"
"000292",70791,"Title IV Participant and Recipient"
"000728",72150,"Distance Education Course Enrollment"
"000760",71263,"Postsecondary Student Housing On-Campus"
"000761",71264,"Fraternity Participation Status"
"000762",71265,"Sorority Participation Status"
"001590",74059,"Directory Information Block Status"
"000610",75680,"Displaced Student Status"
"000727",72149,"Academic Term Designator"
"000726",72148,"Academic Year Designator"
"000127",70754,"Grade Point Average"
"000128",72023,"Grade Point Average Cumulative"
"000085",70742,"Dual Credit Dual Enrollment Credits Awarded"
"000018",70728,"Advanced Placement Credits Awarded"
"001316",73119,"Course Total"
"000073",75643,"Credits Attempted Cumulative"
"000074",75644,"Credits Earned Cumulative"
"000199",75645,"Number of Credits Attempted"
"000200",75646,"Number of Credits Earned"
"000625",74008,"Program Identifier"
"000043",73952,"Classification of Instructional Program Code"
"000003",73941,"Academic Award Title"
"001668",74988,"PESC Award Level Type"
"000001",70725,"Academic Award Date"
"000081",73963,"Diploma or Credential Award Date"
"001616",74093,"Postsecondary Program Level"
"000002",73939,"Academic Award Level Conferred"
"001666",74865,"Academic Award Prerequisite Type"
"001665",74867,"Academic Award Requirements URL"
"000044",73957,"Classification of Instructional Program Use"
"000045",73960,"Classification of Instructional Program Version"
"001317",73121,"Credit Hours Applied Other Program"
"001641",74313,"DQP Categories of Learning"
"000783",74016,"Professional or Technical Credential Conferred"
"001572",74849,"Person Identifier"
"001571",74840,"Person Identification System"
"001572",74850,"Person Identifier"
"001571",74841,"Person Identification System"
"000006",74455,"Activity Identifier"
"000009",74457,"Activity Title"
"001530",74458,"Activity Description"
"000007",74456,"Activity Involvement Begin Date"
"000008",74459,"Activity Involvement End Date"
"001527",74460,"Activity Time Involved"
"001528",74461,"Activity Time Measurement Type"
"001584",74048,"Career Pathways Program Participation Start Date"
"001583",74041,"Career Pathways Program Participation Exit Date"
"001291",74030,"Career Pathways Program Participation Indicator"
"000037",71348,"Career and Technical Education Concentrator"
"000592",71349,"Career and Technical Education Participant"
"000588",71350,"Career Technical Education Nontraditional Gender Status"
"000084",71344,"Career-Technical-Adult Education Displaced Homemaker Indicator"
"000593",72838,"Career and Technical Education Nontraditional Completion"
"001930",75431,"Out of Workforce Indicator"
"000577",73127,"Disability Status"
"000151",73214,"IDEA Indicator"
"000218",73325,"Primary Disability Type"
"001277",73044,"Accommodations Needed Type"
"001320",73125,"Disability Condition Type"
"001319",73124,"Disability Condition Status Type"
"001321",73126,"Disability Determination Source Type"
"000249",75660,"Section 504 Status"
"002131",76596,"Degree of Visual Impairment"
"002132",76600,"Visual Impairment Type"
"001327",73133,"Doctoral Exams Required Type"
"001326",73132,"Doctoral Exam Taken Date"
"001357",73209,"Graduate or Doctoral Exam Results Status"
"001324",73130,"Doctoral Candidacy Admit Indicator"
"001325",73131,"Doctoral Candidacy Date"
"001496",73449,"Thesis or Dissertation Title"
"001417",73298,"Oral Defense Date"
"001416",73297,"Oral Defense Completed Indicator"
"000524",73527,"Receiving Location of Instruction"
"000115",73858,"First Name"
"000184",73528,"Middle Name"
"000172",73529,"Last or Surname"
"001514",73641,"Other First Name"
"001513",73625,"Other Last Name"
"001515",73657,"Other Middle Name"
"000206",73530,"Other Name"
"000767",71269,"Teacher Preparation Program Enrollment Status"
"000768",71270,"Teacher Preparation Program Completer Status"
"000278",71278,"Teaching Credential Type"
"000277",71277,"Teaching Credential Basis"
"000771",71273,"Supervised Clinical Experience"
"000772",71274,"Supervised Clinical Experience Clock Hours"
"000773",71275,"Teacher Education Credential Exam Type"
"000774",71276,"Teacher Education Credential Exam Score Type"
"000766",71268,"Teacher Education Test Company"
"000769",71271,"Alternative Route to Certification or Licensure"
"000770",71272,"Critical Teacher Shortage Area Candidate"
"000816",75679,"Number of School-age Education Postsecondary Credit Hours"
"000383",73069,"Assessment Accommodation Category"
"001064",71620,"Employment NAICS Code"
"000795",73702,"Employment End Date"
"000346",73707,"Employment Start Date"
"000987",71618,"Employed While Enrolled"
"001343",73156,"Employment Status While Enrolled"
"000988",71616,"Employed After Exit"
"001946",75664,"Role"
"001499",73453,"Work-based Learning Opportunity Type"
"001922",75439,"Program Entry Reason"
"000323",75675,"Application Date"
"001288",75676,"Career Cluster"
"000273",75677,"Student Support Service Type"
"001998",75953,"Student Support Service Availability Type"
"000317",75435,"ISO 639-2 Language Code"
"001637",75436,"ISO 639-3 Language Code"
"001638",75437,"ISO 639-5 Language Family"
"000316",75438,"Language Type"
"000329",75440,"Custodial Parent or Guardian Indicator"
"000425",75441,"Person Relationship Type"
"001929",75442,"Awaiting Foster Care Status"
"000777",75443,"Public Assistance Status"
"001576",75678,"Military Connected Student Indicator"
"001976",75657,"Internet Download Speed"
"001977",75658,"Internet Speed Test Date Time"
"001975",75659,"Internet Upload Speed"
"000086",75661,"Economic Disadvantage Status"
"001228",75662,"Status End Date"
"001227",75663,"Status Start Date"
"001982",75665,"Number of Household College Students"
"000331",75666,"Number of People in Household"
"000149",75667,"Homelessness Status"
"001228",75668,"Status End Date"
"001227",75669,"Status Start Date"
"000189",75674,"Migrant Status"
"001577",76433,"Active Military Status Indicator"
"002050",76434,"Military Campaigns"
"002034",76435,"Military Country"
"002048",76436,"Military Current Rank"
"002055",76437,"Military Deployment Activity Code"
"002056",76438,"Military Deployment Activity Name"
"002052",76439,"Military Deployment Description"
"002043",76440,"Military Deployment End Date"
"002053",76441,"Military Deployment Order Description"
"002054",76442,"Military Deployment Requested By"
"002042",76443,"Military Deployment Start Date"
"002051",76444,"Military Deployment Status Code"
"002044",76445,"Military Discharge Category"
"002040",76446,"Military Discharge Date"
"002046",76447,"Military Discharge Rank"
"002037",76448,"Military Duties"
"002036",76449,"Military Expertise"
"002047",76450,"Military Highest Rank"
"002049",76451,"Military Honors"
"002039",76452,"Military Induction Date"
"002045",76453,"Military Induction Rank"
"002035",76454,"Military Occupational Specialties "
"002041",76455,"Military Release Date"
"002038",76456,"Military Service Locations"
"002114",76457,"Military Service Number"
"001578",76458,"Military Veteran Status Indicator"
"002057",76459,"National Guard Indicator"
"000115",73467,"First Name"
"000184",73470,"Middle Name"
"000172",73469,"Last or Surname"
"000121",73468,"Generation Code or Suffix"
"000212",73471,"Personal Title or Prefix"
"001514",73640,"Other First Name"
"001513",73624,"Other Last Name"
"001515",73656,"Other Middle Name"
"000206",73472,"Other Name"
"000634",73473,"Other Name Type"
"001572",74759,"Person Identifier"
"001571",74758,"Person Identification System"
"000618",73475,"Personal Information Verification"
"001945",75585,"Personal Information Type"
